"","County","pct_rent_occ","pct_vac_units","med_hh_value","med_hh_inc","pct_pers_lt_pov","pct_no_eng","pct_hs_more","pct_unemp","work_out_co","med_rooms","pct_mt_10units","violent_rate"
"249","Boulder",35.25549,4.353628,241900,55861,9.5,13.6,92.8,4.4,20.1,5.8,15.9,353.10001
"250","Chaffee",26.73147,21.54433,152800,34368,11.7,8.7,88.5,4.7,7.7,5.2,2.4,334.76079
"251","Cheyenne",25,20.36199,62400,37054,11.1,7.6,84.1,1.1,11.8,5.8,0.6,340.45697
"252","Clear Creek",24.06071,21.62637,200400,50997,5.4,3.5,93.4,2,56.4,5.4,4.3,319.12803
"253","Conejos",21.37584,23.31446,57000,24744,23,42.1,72.1,6,36.7,5.2,0.7,593.39468
"254","Costilla",21.49035,31.74387,61200,19531,26.8,59.5,68.2,13.2,28.2,4.8,0.1,590.21631
"255","Crowley",27.09867,11.93256,57200,26803,18.5,14.7,77.5,5.7,38.7,5.4,0.1,395.95882
"256","Custer",21.08108,50.48511,134100,34731,13.3,3.6,90.3,3.7,27.2,5,0.5,382.77701
"257","Delta",22.53572,10.6352,115500,32785,12.1,10.3,80.1,5.6,21.4,5.4,0.8,396.14048
"258","Denver",47.48636,4.852149,165800,39500,14.3,27,78.9,5.7,36.6,4.6,31.9,534.20001
"259","Dolores",23.94905,34.1995,76800,32196,13.1,5.7,76,6.1,43.3,4.9,0,533.5354
"260","Douglas",12.11674,3.803704,236000,82929,2.1,7.2,97,1.7,68.6,7.3,5,80.599998
"261","Eagle",36.26221,31.49111,369100,62682,7.8,24.7,86.6,3.3,15.2,5.3,20.7,0
"262","Elbert",10.5613,4.822156,221600,62480,4,4.8,92.5,2.4,71.6,6.6,0.4,376.53237
"263","El Paso",35.32371,4.949414,147100,46844,8,11.4,91.3,4.7,4.8,5.9,14.1,507.79999
"264","Fremont",24.03493,11.15777,104900,34150,11.7,7.4,80.5,4.1,20.6,5.2,3.9,389.70001
"265","Garfield",34.85735,6.385556,200700,47016,7.5,15.5,85.4,2.7,26.4,5.2,7.7,324.46536
"266","Gilpin",21.53695,30.24923,180600,51942,4,4.7,94.1,2.1,59.3,4.9,5.2,320.74914
"267","Grand",31.68473,53.41472,205500,47759,7.3,6.1,92.3,3.2,12.2,4.6,13.4,302.54826
"268","Gunnison",41.56488,38.16092,189400,36916,15,6.6,94.1,5.3,4.4,4.6,10.1,410.27202
"269","Hinsdale",35.09749,72.46932,213300,37279,7.2,4.9,93.1,2.2,14.5,5,0,550.37942
"270","Huerfano",29.36405,32.98543,75200,25775,18,18.2,77.8,8.6,15.9,4.9,1.2,494.07459
"271","Jackson",32.07262,42.27074,86000,31821,14,3.8,86.2,4.3,7,5,0.5,300.24962
"272","Jefferson",27.50174,3.021818,187900,57339,5.2,9.2,91.8,3.2,52.1,6.3,14.7,324.32501
"273","Kiowa",28.7218,18.60465,46100,30494,12.2,3.5,86.3,3,14.8,5.5,0.5,361.7195
"274","Kit Carson",27.89298,12.82799,80400,33152,12.1,13.2,77,2.2,6.6,5.8,3.3,322.4921
"275","Lake",31.91132,23.92027,115400,37691,12.9,26.4,79.5,6,52.1,5.1,8.2,323.82319
"276","La Plata",31.62842,16.48447,183900,40159,11.7,9.4,91.4,5.7,5.6,5.2,5,370.20001
"277","Larimer",32.33708,7.807044,172000,48655,9.2,8.5,92.3,4.2,15.8,5.7,9.1,287.54999
"278","Las Animas",29.62903,19.08507,84500,28273,17.3,20.8,76.9,5.7,9.8,5.1,3.1,422.83963
"279","Lincoln",31.14674,14.46384,77800,31914,11.7,6.9,81.8,2.3,10.2,5.5,1.5,344.49915
"280","Logan",30.15495,10.36325,87700,32724,12.2,8.2,82.3,3.8,9.2,5.4,4.3,268.79999
"281","Mesa",27.31598,5.377166,118900,35864,10.2,8,85,5.7,4.3,5.3,5.7,350.10001
"282","Mineral",26.79045,66.3092,127400,34844,10.2,1.9,91.6,2.8,17.2,4.9,0.4,558.55497
"283","Moffat",27.95505,11.57054,104600,41528,8.3,8.4,79.6,5.5,27.6,5.3,9.4,246.43306
"284","Montezuma",25.22552,12.34639,109100,32083,16.4,13.3,81.1,6.9,14.5,5.2,1.3,596.01835
"285","Montrose",25.12459,8.160823,121200,35234,12.6,11.6,80.7,5,14.7,5.3,3.3,378.89999
"286","Morgan",31.51274,8.366955,95900,34568,12.4,25.6,71.4,4.2,10.7,5.4,4,173
"287","Otero",30.7702,10.13276,66300,29738,18.8,21.9,75.7,8.3,16,5.3,4.6,429.73935
"288","Ouray",27.03046,26.56104,244700,42019,7.2,5.7,93.4,3.6,27.8,5.4,1.2,498.03245
"289","Park",12.21581,44.90044,172100,51899,5.6,4.2,93.3,2.9,64,4.8,0.2,311.15114
"290","Phillips",23.69455,11.56902,79800,32177,11.6,10.9,81.6,2.8,11.3,5.8,1.5,304.16687
"291","Pitkin",40.92846,32.57726,750000,59375,6.2,12.1,96.3,3.2,8.9,4.7,20.3,321.62146
"292","Prowers",33.84209,11.20964,67900,29935,19.5,24.4,72,3.9,6.6,5.2,3.1,366.01204
"293","Pueblo",29.58097,7.377049,95200,32775,14.9,16.1,81.3,6.3,10.3,5.3,7.3,677.59998
"294","Rio Blanco",29.61839,19.22942,94700,37711,9.6,6.6,88.4,6,10.9,5.4,4.9,305.23927
"295","Rio Grande",29.2491,21.68916,82400,31836,14.5,27.6,78.1,6.1,21.7,5.3,3.3,568.63228
"296","Routt",30.74312,29.09869,268500,53612,6.1,6.1,95.3,3.1,4.7,5.1,16.7,293.62511
"297","Saguache",30.56522,25.49401,73900,25495,22.6,36.5,70,6.1,32.2,4.9,2.1,426.67429
"298","San Juan",32.71375,57.43671,131500,30764,20.9,9,92.1,3,25,5,1.1,566.10963
"299","San Miguel",48.42455,41.98576,358200,48514,10.4,10.8,93.6,2.6,4.7,4.5,25.4,499.6293
"300","Sedgwick",26.60944,16.00577,57100,28278,10,9.3,79.3,1.4,19.2,5.7,0.6,301.46304
"301","Summit",40.98684,62.31561,317500,56587,9,13.6,93.3,2.8,5.7,4.6,42.1,308.10398
"302","Teller",19.10422,22.86238,162000,50165,5.4,4,94,4,43.9,5.5,1.6,325.6277
"303","Washington",26.29462,13.78413,70800,32431,11.4,5.2,81.7,1.6,26.6,5.6,2.1,315.71346
"304","Weld",31.33587,4.452065,140400,42321,12.5,20.3,79.6,5.5,33,5.7,7.7,274.29999
"305","Yuma",28.94737,11.52503,77100,33169,12.9,11.5,79.5,2.4,6.3,5.9,2.3,297.92794
"306","Fairfield",30.75668,4.487637,288900,65249,6.9,23.9,84.4,4.8,20,5.9,12.3,147.91579
"307","Hartford",35.76416,5.077304,147300,50756,9.3,21.7,82.4,6.2,13.1,5.5,13.9,203.952
"308","Litchfield",24.79071,9.73419,156600,56273,4.5,8.2,85.9,3.8,45.2,5.9,5,140.72
"309","Middlesex",27.91771,8.834064,166000,59175,4.6,9.5,88.7,4.8,48.4,5.7,9.6,61.540001
"310","New Haven",36.8891,6.366294,151900,48834,9.5,17.7,83,5.9,25.2,5.4,13.7,198.655
"311","New London",33.34201,9.793628,142200,50646,6.4,10.3,86,4.1,17.2,5.6,7.7,302.88
"312","Tolland",26.53193,4.14776,151600,59044,5.6,10,89.2,3.7,62.5,5.9,8.2,106.9
"313","Windham",32.57985,6.408244,117200,45115,8.5,11.7,79.6,5.8,43,5.4,5.1,318.95001
"314","Kent",30.01863,6.451932,114100,40950,10.7,7.9,79.4,5.6,20.7,5.7,7.6,579.90002
"315","New Castle",29.87377,5.305707,136000,52419,8.4,10.7,85.5,5.2,14.4,6.1,14.2,1093.8
"316","Sussex",19.29143,32.76351,122400,39208,10.5,7.1,76.5,4.9,23.6,5.7,3.9,648.23232
"317","District of Colum",59.24265,9.644345,157200,40127,20.2,16.8,77.8,10.8,27,4,41.3,1595.6
"318","Alachua",45.05251,7.994701,97300,31426,22.8,11.5,88.1,7,6.9,5,16.3,766.40002
"319","Baker",18.74201,7.231296,80900,40035,14.7,3.9,71.9,4.5,51.7,5.4,0.7,0
"320","Bay",31.38581,24.01734,93500,36092,13,6.4,81,4.9,5,5,11.6,937.26666
"321","Bradford",21.04272,11.53566,71700,33140,14.6,4.6,74.2,4.8,51.7,5.4,2.3,774.04109
"322","Brevard",25.38762,10.75192,94400,40099,9.5,8.7,86.3,4.9,7.8,5.4,12.4,984.18573
"323","Broward",30.53274,11.68596,128600,41691,11.5,28.8,82,5.3,23.9,4.6,34.8,480.50528
"324","Calhoun",19.78514,14.89524,58500,26575,20,5.6,69.1,6.5,43.8,5.1,0.4,510.48835
"325","Charlotte",16.31592,19.92778,97000,36379,8.2,8.2,82.1,3.5,26,5.1,7.7,206.7
"326","Citrus",14.41464,15.38486,84400,31001,11.7,6.6,78.3,6.7,22.3,5.1,1.4,0
"327","Clay",22.13841,6.521173,108400,48854,6.8,7.7,86.4,4.6,60.4,5.9,4.2,0
"328","Collier",24.41805,28.75616,168000,48289,10.3,25.1,81.8,3.7,7.8,5,27.2,218.25
"329","Columbia",22.88172,11.25578,73600,30881,15,5.1,74.7,6,25.4,5.3,2.3,1897.3
"330","DeSoto",25.31174,21.03175,69900,30714,23.6,24.1,63.5,5.3,26.9,4.6,0.9,0
"331","Dixie",13.54467,29.2991,61700,26082,19.1,4.4,65.9,7.4,37.4,4.8,0.2,755.14666
"332","Duval",36.88102,7.893492,89600,40703,11.9,9.5,82.7,5,6.6,5.4,13.6,758.23334
"333","Escambia",32.7414,10.90921,85700,35234,15.4,6.8,82.1,6.6,10.4,5.4,8.7,782
"334","Flagler",15.93876,12.9151,116200,40214,8.7,11.2,85.9,4.3,37.9,5.6,3.9,0
"335","Franklin",20.77637,42.95264,105300,26756,17.7,5.1,68.3,3.6,11.8,5,2.7,577.90145
"336","Gadsden",21.98273,10.37112,70100,31248,19.9,7.4,70.7,7.6,51,5.4,1.2,0
"337","Gilchrist",13.84186,14.98476,78000,30328,14.1,4.2,72.4,4.4,59.8,5.1,0.3,777.71704
"338","Glades",18.3541,33.4715,72400,30774,15.2,18.8,69.8,8.8,54.2,4.4,0,626.94202
"339","Gulf",18.98195,35.00725,77200,30276,16.7,4.5,72.6,6,31.9,5.1,1.8,521.68349
"340","Hamilton",22.66282,16.21023,54600,25638,26,6.4,62.9,7.1,41.9,5.3,0.8,743.71343
"341","Hardee",26.56135,16.84318,59600,30183,24.6,32.1,58,9.7,30.6,4.9,1.3,649.10756
"342","Hendry",27.56682,11.74557,71500,33592,24.1,38,54.2,7.8,30.8,4.8,1.5,0
"343","Hernando",13.47948,11.64092,87300,32572,10.3,9.3,78.5,5.2,33.3,5.3,1.3,0
"344","Highlands",20.32772,23.28748,72800,30160,15.2,13.9,74.5,4.4,10.6,4.8,3.9,791.40002
"345","Hillsborough",35.85831,8.123964,97700,40663,12.5,20.9,80.8,5.7,10.8,5.1,15.8,1090.9667
"346","Holmes",18.43664,13.46587,56200,27923,19.1,4.5,65.2,6.2,53.8,5.2,0.6,501.94921
"347","Indian River",22.42302,15.13765,104000,39635,9.3,10.4,81.6,4.5,12.9,5.1,15.6,423.04999
"348","Jackson",22.12395,14.7255,66700,29744,17.2,4.4,69.1,5.7,25.6,5.4,1.6,0
"349","Jefferson",19.10543,10.58846,77000,32998,17.1,3.1,73.2,4.8,56.8,5.5,1.2,647.91748
"350","Lafayette",19.56116,19.47368,67100,30651,17.5,11.3,68.2,4.5,36.7,5.5,0.5,750.48315
"351","Lake",18.51085,14.02023,100600,36903,9.6,8.4,79.8,3.9,36.4,5.2,3.5,715.18335
"352","Lee",23.51179,23.14786,112900,40319,9.7,13.5,82.3,3.7,11.3,5,14.8,1247.0499
"353","Leon",43.00308,7.168138,110900,37517,18.2,7.6,89.1,8.3,5,5.1,14.3,1026.6
"354","Levy",16.4347,16.31261,75800,26959,18.6,6.1,73.9,6.1,46.4,5.1,0.5,0
"355","Liberty",18.27183,29.59442,66300,28840,19.9,5.5,65.6,5,51.8,4.9,0.2,557.76938
"356","Madison",21.60205,15.40327,54800,26533,23.1,4.8,67.5,5.4,29.9,5.2,1.3,694.47151
"357","Manatee",26.25289,18.58276,119400,38673,10.1,12.3,81.4,3.6,26,4.8,12.8,1016.65
"358","Marion",20.21826,12.96887,81300,31944,13.1,8.8,78.2,5.8,13.8,5.2,2.8,1396.6
"359","Martin",20.17979,15.55345,152400,43083,8.8,11.3,85.3,4.2,32,5.1,14.6,653.5
"360","Miami-Dade",42.15396,8.859081,124000,35966,18,67.9,67.9,8.7,8.4,3.9,33.9,1118.7063
"361","Monroe",37.58194,32.02627,241200,42283,10.2,21.4,84.9,3.2,4.6,4.3,10,679.40002
"362","Nassau",19.32666,15.1908,126700,46022,9.1,3.9,81,4.8,46,5.5,7.2,489.5
"363","Okaloosa",33.6462,15.68079,101200,41474,8.8,7.9,88,4.7,8.8,5.4,13.1,388.96667
"364","Okeechobee",25.11713,18.7758,77600,30456,16,19.2,65.1,4.7,24.5,4.8,0.6,0
"365","Orange",39.26896,6.935954,107500,41311,12.1,25.4,81.8,5,14.3,5.2,16.5,663.10004
"366","Osceola",32.24495,15.65297,99300,38214,11.5,33.3,79.1,5,50.7,5.1,7.5,725.84998
"367","Palm Beach",25.33896,14.78233,135200,45062,9.9,21.7,83.6,5,11.3,4.9,24.3,924.55334
"368","Pasco",17.63143,15.05379,79600,32969,10.7,10.3,77.6,4.7,45.7,5,4,814.94995
"369","Pinellas",29.18273,13.83072,96500,37111,10,12,84,4.3,13.9,4.8,22,728.5625
"370","Polk",26.62992,17.29114,83300,36036,12.9,12.1,74.8,5.7,15.7,5.1,4.7,766.34998
"371","Putnam",20.02227,17.80632,68500,28180,20.9,7.3,70.4,5.7,32.8,5.1,2,1935
"372","St. Johns",23.63244,14.47042,158400,50099,8,6.7,87.2,3.3,39.8,5.5,10.3,1088.9
"373","St. Lucie",21.96457,15.70095,86100,36363,13.4,13.8,77.7,5.2,34.5,5.2,9.8,1194.35
"374","Santa Rosa",19.62642,10.84305,106000,41881,9.8,5.3,85.4,5.3,55.4,5.6,2.5,0
"375","Sarasota",20.94146,17.82788,122000,41957,7.8,10.5,87.1,3.7,14.4,5.1,15.7,532.66669
"376","Seminole",30.53334,5.10406,119900,49326,7.4,15.6,88.7,3.7,48.7,5.7,12.7,686.64282
"377","Sumter",13.56177,17.52729,100400,32073,13.7,9.1,77.3,4.8,45.8,5,0.6,0
"378","Suwannee",18.99703,14.15269,68500,29963,18.5,7.3,73.2,7.3,34.7,5.2,1.7,0
"379","Taylor",20.22018,25.60647,66000,30032,18,4.3,70,5.5,12.6,4.9,0.8,730.65895
"380","Union",25.48263,9.876874,71700,34563,14,6.9,72.5,4,53.6,5.2,0.5,770.73288
"381","Volusia",24.73217,12.84102,87300,35219,11.6,10.8,82,6.3,19.4,5.2,12.3,749.95557
"382","Wakulla",15.78698,13.95112,96200,37149,11.3,4.3,78.4,3.9,61.4,5.2,0.3,0
"383","Walton",21.00556,43.10078,96400,32407,14.4,5.1,76,4.4,34.7,5,14.7,0
"384","Washington",18.14399,16.54214,70000,27922,19.2,5.5,71.2,5.5,46.8,5.2,0.3,500.54696
"385","Appling",20.95065,15.88999,63700,30266,18.6,6.1,67.3,4.8,28.3,5.3,0.9,587.32328
"386","Atkinson",25.83732,14.31725,46700,26470,23,16.4,56.3,5.2,42.9,5.1,0.8,634.03045
"387","Bacon",25.12392,14.1353,56500,26910,23.7,3.5,67.7,4.5,32,5.3,1.3,574.88995
"388","Baker",22.39102,12.98851,62700,30338,23.4,4.9,66,8.3,65.5,5.3,0.2,556.81106
"389","Baldwin",33.56146,14.06277,79800,35159,16.8,5.3,72.6,6.2,20.4,5.3,2.8,234.5
"390","Banks",18.95973,7.644628,92400,38523,12.5,3.7,65.4,3,75.2,5.4,0.2,441.37161
"391","Barrow",24.46496,5.49006,103400,45019,8.3,5.8,73.3,4.2,65.7,5.6,1.1,403.10001
"392","Bartow",24.77186,5.47807,99600,43660,8.6,5.5,71.8,4,42.4,5.5,1.8,540.5
"393","Ben Hill",33.34332,12.46229,60700,27100,22.3,5,65.8,6.3,21.4,5.3,3.3,620.90015
"394","Berrien",24.40505,11.8169,70700,30044,17.7,4,66,4.5,44.7,5.3,1,632.35463
"395","Bibb",41.19698,11.20189,84400,34532,19.1,4,77.2,7.5,14.4,5.4,7.9,628.29999
"396","Bleckley",23.87923,10.15208,66500,33448,15.9,2.7,71.7,6,45,5.5,1.3,582.33012
"397","Brantley",13.11626,16.24037,60900,30361,15.6,2.6,72.5,4.9,71.1,5.2,0.2,662.23865
"398","Brooks",23.13566,13.52908,67900,26911,23.4,3.4,67.5,5.3,51.5,5.4,1.4,0
"399","Bryan",21.96811,6.755043,115600,48345,11.7,4.2,79,3.1,74.8,5.7,3.7,110
"400","Bulloch",41.89365,8.789905,94300,29499,24.5,5.5,77.9,10.2,22.6,5.3,9.7,290.70001
"401","Burke",23.99798,10.26917,59800,27877,28.7,3.5,64.9,9.3,42.3,5.3,0.7,621.60352
"402","Butts",23.39272,12.53388,86700,39879,11.5,2.8,69.8,3.9,55.4,5.4,2.4,492.61816
"403","Calhoun",28.44037,14.88069,48200,24588,26.5,2.1,65.5,5.6,49.8,5.1,0.8,421.39999
"404","Camden",36.763,13.28576,85300,41056,10.1,6.2,83.3,5.8,22.4,5.5,2.4,595.70001
"405","Candler",26.81482,13.30593,62700,25022,26.1,9.5,56.9,7.2,40.5,5.3,0.8,594.07716
"406","Carroll",29.48872,7.335545,93300,38799,13.7,4.8,71.1,4.8,38.1,5.4,3.2,1147
"407","Catoosa",22.95226,6.281545,90800,39998,9.4,3.5,76,3.3,73.2,5.5,1.8,0
"408","Charlton",19.29982,13.39725,67300,27869,20.9,2.2,65.1,5.2,50.9,5.3,1.3,681.02119
"409","Chatham",39.58939,9.849222,95000,37752,15.6,6.7,80.2,6.1,6.1,5.4,8.2,539.59998
"410","Chattahoochee Cou",72.06685,11.58022,63800,37106,10.6,14.2,88.8,7.5,35.8,5.8,0.2,525.10886
"411","Chattooga",24.61105,10.30252,59900,30664,14.3,3.7,60.4,5.6,36.1,5.2,1.5,592.08875
"412","Cherokee",16.14709,4.70185,139900,60896,5.3,8,84.4,2.7,64.6,6.3,3,210.89999
"413","Clarke",57.90057,5.744671,111300,28403,28.3,11.8,81,10.2,19.1,4.8,18.6,418.10001
"414","Clay",25.76095,30.02597,53600,21448,31.3,1.9,64.3,6.8,52,5,1,528.67016
"415","Clayton",39.39302,4.8785,92700,42697,10.1,14.9,80.1,5.5,61.9,5.4,11.4,747
"416","Clinch",27.62739,11.45576,54600,26755,23.4,3.1,58.9,4.2,19.6,5.3,1.9,689.73411
"417","Cobb",31.83127,4.224872,147600,58289,6.5,14.7,88.8,3.8,44.8,6.1,14.6,294.70001
"418","Coffee",25.60282,14.45227,68800,30710,19.1,7.8,64.8,6.4,12.4,5.2,1.6,1015.7
"419","Colquitt",33.31397,11.72952,65400,28539,19.8,10.8,64.9,6.3,23,5.3,2.6,1216.4
"420","Columbia",17.91774,6.605444,118000,55682,5.1,8.2,87.9,3.7,67.3,6.3,2.2,0
"421","Cook",25.0595,10.30802,60900,27582,20.7,4.5,64.6,5.3,40.2,5.4,0.9,638.61064
"422","Coweta",21.97379,5.243807,121700,52706,7.8,5.6,81.6,3.9,52.3,5.9,3.3,500.5
"423","Crawford",15.24322,8.435961,77800,37848,15.4,2,67.3,4.6,82.7,5.6,0.4,548.05547
"424","Crisp",39.52261,12.78376,74400,26547,29.3,4.6,65.9,7,20.6,5.4,2.6,1005.1
"425","Dade",19.79407,9.495502,79200,35259,9.7,3.3,67,5.4,66.2,5.4,0.7,563.95279
"426","Dawson",18.58626,15.27293,142500,47486,7.6,3.3,79.5,3.4,65.5,5.9,1.5,521.9066
"427","Decatur",27.50482,13.26872,69500,28820,22.7,4.7,69.7,6.5,22.1,5.3,1.6,554.79999
"428","DeKalb",41.51697,4.552293,135100,49117,10.8,17.4,85.1,5.5,56,5.6,17.4,590.53333
"429","Dodge",26.15406,13.73076,54200,27607,17.4,2.8,66.3,5.4,34.3,5.2,1.4,587.99842
"430","Dooly",28.62625,13.11403,62300,27980,22.1,4.7,68.5,6.4,42.3,5.5,1.3,549.65076
"431","Dougherty",46.5234,10.349,73900,30934,24.8,4.4,73.7,10.1,9.6,5.1,5.8,638.90002
"432","Douglas",25.18737,5.751615,102700,50108,7.8,6.2,81.1,3.8,63.3,5.8,6.3,1099.35
"433","Early",27.56124,12.04571,58600,25629,25.7,2.6,68.4,8.1,29.9,5.2,1.6,525.66872
"434","Echols",24.28798,14.70985,76000,25851,28.7,22.4,60.5,3.7,85,5.2,0.3,738.74926
"435","Effingham",17.33708,7.184699,106600,46505,9.3,2.8,78.9,4.2,66.7,5.7,1.3,0
"436","Elbert",24.08796,12.39054,66600,28724,17.3,3.4,67.2,5.8,27.3,5.4,2.5,626.63382
"437","Emanuel",28.81293,14.58754,50800,24383,27.4,5.9,61.4,4.4,26.6,5.3,1.1,592.28186
"438","Evans",28.56009,13.76398,69000,25447,27,7.1,65.7,8.1,33.5,5.2,0.8,553.37416
"439","Fannin",17.39754,24.83384,86200,30612,12.4,2.3,70.9,3.9,40.3,5.2,0.5,568.58972
"440","Fayette",13.4469,3.672921,171500,71227,2.6,7,92.4,2.6,62.5,7,3.1,94.400002
"441","Floyd",33.17268,7.06541,83500,35615,14.4,7.8,71.5,6.7,18.1,5.3,3.9,634.29999
"442","Forsyth",11.94561,5.314341,184600,68890,5.5,8.6,85.7,2.1,58.9,6.7,0.7,0
"443","Franklin",20.67698,15.21015,84600,32134,13.9,2.4,67,4.2,46.1,5.4,0.5,566.96982
"444","Fulton",47.97972,7.856421,180700,47321,15.7,13.3,84,8.9,31,5.2,26.5,942.87146
"445","Gilmer",21.94907,23.92653,95700,35140,12.5,8.1,66,4.2,38.1,5.1,1.2,0
"446","Glascock",19.82072,15.77181,48600,29743,17.2,0.4,66.1,12.3,74.4,5.3,0.8,537.51346
"447","Glynn",34.51191,16.63194,114500,38765,15.1,5.8,82.2,5.6,6.4,5.4,8.9,0
"448","Gordon",28.26934,5.669291,83600,38831,9.9,8.9,65.9,3.5,31.1,5.3,4.1,0
"449","Grady",26.69092,11.95076,74900,28656,21.3,5.3,69.4,7.4,43.7,5.4,0.8,585.89667
"450","Greene",23.75388,17.67624,87100,33479,22.3,3.6,70.1,6.7,31.3,5.7,1.6,516.49425
"451","Gwinnett",27.55676,3.512462,142100,60537,5.7,21.2,87.3,3.3,45.4,6.2,10.7,161.85001
"452","Habersham",23.77253,9.395927,99700,36321,12.2,11.7,70.9,4.2,31.4,5.4,0.8,0
"453","Hall",28.91454,7.179799,120200,44908,12.4,20.7,70.5,3.8,28.6,5.6,4.6,818.79999
"454","Hancock",23.54032,24.49265,53000,22003,29.4,1.4,62.2,13.7,63.8,5.3,1.8,529.72173
"455","Haralson",24.83208,8.331001,76500,31656,15.5,2.1,63,4.1,54.4,5.3,1.1,628.45679
"456","Harris",13.89708,14.24961,122700,47763,8.2,4.1,79,3.4,75.7,5.9,1.1,0
"457","Hart",19.16319,18.04518,89900,32833,14.8,2.6,71.1,5.3,34.1,5.4,0.4,601.06563
"458","Heard",22.73065,10.3945,72900,33038,13.6,2.3,66,5.7,68.5,5.3,1.2,608.45715
"459","Henry",14.74633,4.153732,122400,57309,4.9,5.6,84.2,2.7,68.9,6,3.1,0
"460","Houston",31.4952,8.083758,88900,43638,10.2,6.1,84.3,4.9,37.2,5.5,5,369
"461","Irwin",23.21625,12.17161,58100,30257,17.8,2.7,67.7,6,56.6,5.4,1.2,623.04588
"462","Jackson",25.06475,7.204487,102900,40349,12,5,68.1,3.4,58.4,5.5,0.7,110.3
"463","Jasper",20.88623,13.12942,81000,39890,14.2,2.4,69.7,4.7,62.7,5.6,0.4,490.6936
"464","Jeff Davis",22.63877,13.49221,61000,27310,19.4,5.7,63.3,5.6,28.4,5.2,2.2,585.28158
"465","Jefferson",27.84351,12.21437,56900,26120,23,1.9,58.5,11.8,34.2,5.3,2.4,520.19656
"466","Jenkins",26.60237,17.73739,49400,24025,28.4,4.2,62,10.7,35,5.2,0.8,600.68864
"467","Johnson",20.19169,13.86901,48000,23848,22.6,1.2,62.4,5.5,55.4,5.2,1.1,552.56069
"468","Jones",14.19333,6.611303,91200,43301,10.2,3.3,77.9,4.5,76.6,5.9,0.4,517.73105
"469","Lamar",27.59104,7.046379,79900,37087,11.2,2.8,71.3,5.5,64.5,5.4,1.5,535.85977
"470","Lanier",23.67914,13.88243,62200,29171,18.5,2.6,67,6.2,65.3,5.2,1.3,647.02342
"471","Laurens",28.73032,13.227,73900,32010,18.4,2.8,70.3,5.2,15.5,5.3,1.1,560.79999
"472","Lee",21.70373,6.626575,102900,48600,8.2,3.3,81.3,3.4,82,5.7,1.4,0
"473","Liberty",49.31641,11.80325,79800,33477,15,12.9,86.8,8.6,19.5,5.2,2.4,484.60001
"474","Lincoln",18.24054,27.97962,82000,31952,15.3,1.9,71,6,58.5,5.2,0.3,604.0922
"475","Long",33.79966,15.5482,71100,30640,19.5,9.4,74.3,8.8,86.2,5.1,0.4,600.06301
"476","Lowndes",39.16519,10.66181,87600,32132,18.3,4.9,77.7,5.8,8.6,5.3,6.1,573
"477","Lumpkin",27.65026,8.786155,111800,39167,13.2,6.7,72,4,48.7,5.4,1.1,0
"478","McDuffie",28.63237,10.61014,74600,31920,18.4,2.4,66.7,7.7,38.9,5.4,2.2,601.35999
"479","McIntosh",16.46835,26.7306,81700,30102,18.7,3.6,71.2,5.7,52.7,5.1,1.1,655.09897
"480","Macon",26.78941,12.02912,54200,24224,25.8,4.4,63.2,9.1,41.4,5.4,2.4,564.7848
"481","Madison",19.82653,6.844107,87300,36347,11.6,3.7,70.8,2.7,72,5.5,0,0
"482","Marion",21.88906,14.76038,70400,29145,22.4,6.5,65.4,3.6,53.6,5.4,1.3,566.77358
"483","Meriwether",25.93356,10.45489,66300,31870,17.8,2.2,65.8,7,53.7,5.5,1.1,564.20609
"484","Miller",23.08002,10.21661,57600,27335,21.2,1.5,69,4,46.6,5.4,0.5,530.15868
"485","Mitchell",28.02927,9.200451,64500,26581,26.4,4,65.3,6.2,36.4,5.3,0.6,568.16028
"486","Monroe",20.59852,8.379822,103600,44195,9.8,3,77.7,3.4,60.1,5.7,1.5,539.84836
"487","Montgomery",21.82254,16.40894,68300,30240,19.9,4.2,71.4,3.9,68.2,5.3,0.8,551.13072
"488","Morgan",22.36416,9.301566,99700,40249,10.9,2.4,74,5.1,37.2,5.7,0.8,468.30596
"489","Murray",26.29083,7.22067,85700,36996,12.7,6.5,61.1,4,54.5,5,1.2,0
"490","Muscogee",43.60847,8.352366,84000,34798,15.7,8.1,78.9,7,13.4,5.3,9.9,427.79999
"491","Newton",22.26667,4.497894,101300,44875,10,3.9,74.7,5.2,59.6,5.7,1.3,579.79999
"492","Oconee",19.78787,5.006297,151600,55211,6.5,6.4,86.7,3.7,71.9,6.3,0.1,0
"493","Oglethorpe",17.50876,9.668406,87500,35578,13.2,2.4,72.1,3,78.2,5.7,0.6,539.00984
"494","Paulding",13.19378,4.047961,106100,52161,5.5,4.3,80.8,2.6,75.3,5.9,1.2,0
"495","Peach",31.61451,7.225338,78300,34453,20.2,6.9,73.4,12.9,57.5,5.4,3.1,570.18332
"496","Pickens",17.92411,16.15982,113100,41387,9.2,3.6,70.2,2.3,52.2,5.5,0.7,0
"497","Pierce",19.30178,11.32609,64300,29895,18.4,3.6,69.8,4,56.4,5.4,0.5,674.07217
"498","Pike",18.46477,6.176006,103000,44370,9.6,2.9,75.3,3.4,75.6,5.8,0.6,567.36471
"499","Polk",28.6897,6.952653,73900,32328,15.5,7.9,63.3,6,44.8,5.3,1.7,0
